Identifier,Resource_no,Collection_Title
ref122_k28,22355,"P. de la Fopse to Thomas O. Moore,"
ref123_hym,22356,"Order for corn from W. Waters,"
ref124_a3z,22357,"Receipt for sugar from Sam van Billten,"
ref126_qlu,22359,"John C. [Rohte] to Gov. Thomas O. Moore,"
ref127_ebh,22360,"Paul de la Fopse to Thomas O. Moore,"
ref129_ofi,22362,"Memo from Robert Montgomery,"
ref130_qpc,22363,"Orders from [P.G. Hume],"
ref131_8m7,22364,"Receipt from Robert Montgomery to Gov. Thomas Moore,"
ref132_yg8,22365,"Col. George Williamson to Gov. Thomas O. Moore,"
ref133_anh,22366,"Circular No. 31-War Dept., Provost Marshal General's Office,"
ref134_uhe,22367,"Alfred G. Hall to Captain F. [Spend],"
ref135_zgs,22368,"J.G. Battle to Thomas O. Moore,"
ref136_0hn,22369,"J.G. Battle to Gov. Thomas O. Moore,"
ref137_hi7,22370,"Receipt from Julius Levin to Thomas O. Moore,"
ref138_kcj,22371,"Orders for Thomas O. Moore from Kirby Smith,"
ref139_8ln,22372,"J.A. Smith to Gov. Thomas O. Moore,"
ref140_vx7,22373,"Receipt for tobacco from Thomas Moore,"
ref141_hrh,22374,"Receipt for hay from Thomas Moore,"
ref142_834,22375,"Receipt for corn and potatoes from Thomas O. Moore,"
ref143_4vx,22376,"Affidavit of Thomas O. Moore,"
ref144_0bz,22377,"Receipt for taxes from Thomas Moore,"
ref145_ng9,22378,"Receipt for Confederate taxes,"
ref147_4qx,22380,"Gov. Thomas O. Moore to Gen. [Gainot?],"
ref148_fwt,22381,"Gov. Thomas O. Moore to E.K. Smith,"
ref150_a7m,22383,"J.S. West to Gov. T.O. Moore,"
ref151_scj,22384,"Special Orders No. 172-Leave of absence for Alfred G. Hall,"
ref152_dnx,22385,"Farewell address of Gov. Henry Watkins Allen of Louisiana,"
ref153_5y2,22386,"Copy of letter to Col. Mitchell about Mr. Reese,"
ref154_gbf,22387,"Telegram to A.G. Hall from Gen. Sherman,"
ref155_j4a,22388,"Application for amnesty and pardon of John Martin,"
ref156_izk,22389,"Application for amnesty and pardon of B. Sones,"
ref157_8jr,22390,"Application for amnesty and pardon of Lawrence Fayard,"
ref158_vmz,22391,"Application for amnesty and pardon of Peter Fayard,"
ref159_1aw,22392,"Application for amnesty and pardon of James Johnston,"
ref161_wd9,22394,"Oath of Allegiance signed by Thomas O. Moore before Thomas Savage, Vice Consul General,"
ref162_ju7,22395,"Application for amnesty and pardon of J.C. Monet,"
ref163_veh,22396,"Telegram to <title ns2:type=""simple"" ns2:href="""" render=""doublequote"">Cmmdg Officer</title> from Maj. Gen. Sherman,"
ref164_w3b,22397,"Special Orders No. 292-Relieving A.G. Hall of command of Ft. Pike, LA,"
ref165_cd2,22398,"Inspector General's Office to Lieut. Col. Hall,"
ref166_io1,22399,"Oath of Allegiance signed by Thomas O. Moore before Thomas Savage, Vice Consul General,"
ref168_qgh,22401,"Assistant Quartermaster W. B. Armstrong to S.M. Wells re: property of T.O. Moore,"
ref169_not,22402,"Quarterly return of ordnance and ordnance stores, Ft. Pike, LA,"
ref170_8qw,22403,"Application for amnesty and pardon of [ ],"
ref172_iib,22405,"Judge T.C. Manning to Gov. T.O. Moore,"
ref173_kns,22406,"Hanahar Lenard to Thomas Moore,"
ref174_vta,22407,"J.S. Copes to Thomas O. Moore,"
ref176_a39,22409,"Special Order No. 22 from Bureau of Refugees, Freedmen and Abandoned Lands,"
ref177_55m,22410,"Thomas C. Manning to Gov. Thomas O. Moore,"
ref178_9p8,22411,"Thomas C. Manning to Thomas O. Moore,"
ref179_pxl,22412,"Thomas O. Moore to Judge [Thomas C. Manning],"
ref181_19l,22414,"Portrait of Mrs. Jefferson Davis,"
ref194_uab,22427,"Envelope to Thos. O. Moore,"
ref195_1f2,22428,"List of slaves,"
ref196_ayp,22429,"Memorandum of bonds,"
ref198_ce0,22431,"Lumber bill for servants house,"
ref199_ome,22432,"Memo of corn bought on Red River,"
ref201_z4l,22434,"Regular Democratic ticket,"
ref202_m2w,22435,"B. Bragg to Mr. Adams and Mr. Hebert,"
ref203_kwa,22436,"E.W. Wells to [?],"
ref204_byp,22437,"A.B. Hailey to Gov. Thomas O. Moore,"
ref205_yve,22438,"Song, <title ns2:type=""simple"" ns2:href="""" render=""doublequote"">Our First President,</title> by P. Rivinac,"
ref37_zo8,22471,"Miscellaneous Imprints - 8th Vermont Association Constitution and By-Laws, Year Book of Christ Church Parish, Houston, The Harvest Carnival Ball Program; Sweeny & Coombs Opera House Official Program, Dedicatory Service First Presbyterian Church, The Legend of Houston, Kinkaid Almanac,"
ref129_k3v,23583,"With cover letter from Dr. Maltzahn of the Goethe National Museum in Weimar,"
ref130_arn,23584,"Research Notes, Photocopies (2) of a letter from Herder to Hamann,"
ref18_t83,23797,"Cancer Research Bulletin,"
ref19_9e5,23798,"Civil Aeronautics Authority,"
ref20_laa,23799,"Commerce Department - Bureau of Census,"
ref21_ewe,23800,"Defense Housing,"
ref22_odg,23801,"Defense Housing,"
ref23_mpv,23802,"Defense Housing,"
ref24_omc,23803,"Defense Projects,"
ref25_802,23804,"Demobilization,"
ref26_nf5,23805,"Federal Housing Administration,"
ref27_o7e,23806,"Federal Housing Administration,"
ref28_rwz,23807,"Goose Creek W.P.A.,"
ref29_3e9,23808,"H.E.W. Office of The Secretary, Washington D.C. Congressional Liaison,"
ref30_ege,23809,"National Housing Agency,"
ref31_tnx,23810,"Navy Department,"
ref32_ygr,23811,"P.W.A.,"
ref33_w9r,23812,"P.W.A. Proposal Projects,"
ref34_ub8,23813,"Reciprocal Trade Agreement,"
ref35_oaa,23814,"Report on Russia by Vice Admiral Hyman G. Rickover, USN.,"
ref36_rj9,23815,"Southern Interstate Nuclear Compact,"
ref37_cek,23816,"U.S. District Court - Southern District of Texas,"
ref38_9co,23817,"U.S. Territorial Expansion - Memorial Commission,"
ref39_cfx,23818,"Veterans Administration Facilities (Contact Unit),"
ref40_l5u,23819,"Veterans Administration Facilities (Regional Hospital),"
ref41_f9x,23820,"War Department,"
ref42_ulk,23821,"War Department,"
ref43_bp3,23822,"War Department,"
ref44_gqa,23823,"War Department,"
ref45_868,23824,"War Department,"
ref46_xme,23825,"War Department,"
ref47_fij,23826,"War Production Board,"
ref48_ubu,23827,"W.P.A. - Harris County,"
ref49_kuf,23828,"W.P.A. - Harris County,"
ref50_gae,23829,"W.P.A. - Harris County,"
ref51_y1s,23830,"W.P.A. - Houston Office,"
ref52_xur,23831,"W.P.A. - Low Income Housing,"
ref53_87n,23832,"W.P.A. - Washington,"
ref56_lu5,23835,"Bills 78th Congress,"
ref57_ikq,23836,"Bills 79th Congress,"
ref58_ww1,23837,"Bills 80th Congress,"
ref59_xlv,23838,"Bills 81st Congress,"
ref60_9hl,23839,"Bills 82nd Congress,"
ref61_ef6,23840,"H.R. 5935 - Reginald Wynne Davis,"
ref62_j57,23841,"H.R. 6423 - Russell William Karback,"
ref63_7iv,23842,"H.R. 7387 - Re: Child Care,"
ref64_a80,23843,"H.R. 7570 - Kimie Ishimura,"
ref65_1e8,23844,"Bills 83rd Congress,"
ref66_a5c,23845,"H.R. 1703 - Janie Ng Chen,"
ref67_ubw,23846,"H.R. 2437 - Jean May Hopkins,"
ref68_vq9,23847,"H.R. 2675 - Mr. & Mrs. Alkos G Giagtzis,"
ref69_up6,23848,"H.R. 3465 - John Base,"
ref70_qgk,23849,"H.R. 3681 - Nathan L. Laufman,"
ref71_vws,23850,"H.R. 3834 - Jerry F. Markantonis,"
ref72_rb1,23851,"H.R. 4021 - Reginald Wynne Davis,"
ref73_pqg,23852,"H.R. 4022 - Lorenzo D. Meadows,"
ref74_vqd,23853,"H.R. 4387 - Dr. Roger Post Adams,"
ref75_6wc,23854,"H.R. 5467 - Francis A. Reilly,"
ref76_p0y,23855,"Miscellaneous Bills,"
ref77_450,23856,"Bills 84th Congress,"
ref78_ez1,23857,"Bills 85th Congress,"
ref79_umm,23858,"H.R. 5678,"
ref80_72d,23859,"Bills 86th Congress,"
ref81_fo9,23860,"H.R. 6679,"
ref82_fpy,23861,"H.R. 10399,"
ref83_zro,23862,"Bills 87th Congress,"
ref84_oje,23863,"Bills 88th Congress,"
ref85_4cu,23864,"Bills 89th Congress,"
ref87_4do,23866,"Miscellaneous Bills,"
ref88_4k2,23867,"National Labor Relations Act,"
ref89_ouo,23868,"Truth in Fabric Bill,"
ref90_7so,23869,"U.S. Housing Act,"
ref91_9b8,23870,"Wage & Hour Law,"
ref92_o2z,23871,"Wage & Hour Law,"
ref94_nbq,23873,"Annual Report to the President,"
ref95_tey,23874,"Congressional District Atlas of U.S.,"
ref96_7id,23875,"Congressional District Data Book,"
ref97_8n7,23876,"Docket,"
ref98_npv,23877,"Presidential Messages,"
ref100_n8g,23879,"Committee on Appropriations - Independent Offices,"
ref101_8v8,23880,"Committee on Ways & Means,"
ref102_0kx,23881,"Independent Offices Subcommittee,"
ref103_jkw,23882,"Independent Offices Committee,"
ref104_2lc,23883,"Kennedy - Johnson Natural Resource Advisory Committee,"
ref105_1r0,23884,"Labor Subcommittee,"
ref106_h82,23885,"Pensions Committee,"
ref108_2nd,23887,"Naval Base,"
ref109_bg3,23888,"Rayburn (Sam) Library Foundation,"
ref110_8pc,23889,"San Jacinto Parks Commission,"
ref111_f1h,23890,"Texas, State of - Attorney General,"
ref112_wpz,23891,"Texas, State of - Governor of Texas,"
ref113_if7,23892,"Texas, State of - House of Representatives,"
ref114_ql6,23893,"Texas Air National Guard,"
ref115_xv6,23894,"Trinity River - Correspondence,"
ref116_dw5,23895,"Trinity River - Livingston Reclamation Project,"
ref117_am1,23896,"Trinity River - Wallisville Reservoir,"
ref118_cpg,23897,"Trinity River - Wallisville Reservoir,"
ref119_wtl,23898,"Trinity River - Wallisville Reservoir,"
ref121_psc,23900,"Brays Bayou,"
ref122_m07,23901,"Clear Creek Channel,"
ref123_1sq,23902,"Ellington Field,"
ref124_67h,23903,"Flood Control - Harris County,"
ref125_um6,23904,"Flood Control - Harris County,"
ref126_6e5,23905,"Flood Control - Harris County,"
ref127_kf8,23906,"Flood Control Letters,"
ref128_l9m,23907,"Fort Sam Houston,"
ref129_ywr,23908,"Harris County Flood & Drainage Project,"
ref130_vw4,23909,"Harris County Flood Control Newspaper Clippings,"
ref131_pnj,23910,"Harris County Flood Control District,"
ref132_lof,23911,"Harris County Sports Stadium - Newspaper Clippings,"
ref133_tgx,23912,"Harris County Sports Stadium - Fallout Shelter Project,"
ref134_ch9,23913,"Harris County Sports Stadium - Fallout Shelter Project,"
ref135_qxp,23914,"Industrial Waste Disposal Corporation,"
ref136_9bh,23915,"Industrial Waste Disposal Corporation,"
ref137_6yp,23916,"Industrial Waste Disposal Corporation,"
ref138_gtp,23917,"Juvenile Delinquency & Youth Offenses,"
ref139_twf,23918,"Wooster Water & Sanitary Improvement Committee,"
ref141_g07,23920,"Houston, City of - Port of Houston - Food & Drug Laboratory,"
ref142_q1c,23921,"Houston, Port of,"
ref143_z4c,23922,"Houston, Port of,"
ref144_jv2,23923,"Houston, Port of,"
ref145_lph,23924,"Houston, Port of,"
ref146_i33,23925,"Houston, Port of,"
ref147_kyd,23926,"Houston, Port of,"
ref148_xa2,23927,"Houston Port & Traffic Bureau,"
ref149_31f,23928,"Houston Port & Traffic Bureau,"
ref150_v4p,23929,"Houston Port & Traffic Bureau,"
ref151_q6x,23930,"Houston Port Commission,"
ref152_xsf,23931,"Houston Ship Channel - Army Engineers' Report,"
ref153_05l,23933,"Houston Ship Channel - Barbour's Cut,"
ref154_wyp,23934,"Houston Ship Channel - Resurvey,"
ref155_1zo,23935,"Houston Ship Channel - Resurvey,"
ref156_b8w,23936,"Houston Ship Channel - San Jacinto River,"
ref158_46g,23938,"Three Photographs of Houston Areas,"
ref159_9hy,23939,"Airplane Plant,"
ref160_i15,23940,"Citizen's National Bank & Trust Co., Baytown,"
ref161_ynb,23941,"Depelchin Faith Home Orphanage,"
ref162_mmr,23942,"Hedgecroft Hospital & Clinic,"
ref163_nv5,23943,"Hermann Hospital,"
ref164_vh9,23944,"Hermann Hospital Estate,"
ref165_9iq,23945,"Houston, City of,"
ref166_9mb,23946,"Houston, City of - Civil Defense,"
ref167_51k,23947,"Houston, City of - Department of Aviation,"
ref168_xdq,23948,"Houston, City of - Houston Housing Authority,"
ref169_4su,23949,"Houston, City of - Houston Intercontinental Airport,"
ref170_cug,23950,"Houston, City of - Houston International Airport,"
ref171_ceo,23951,"Houston, City of - Recreation Department,"
ref172_13u,23952,"Houston, City of - Urban Renewal,"
ref173_u2m,23953,"Greater Houston Action for Youth,"
ref174_25v,23954,"Greater Houston Action for Youth,"
ref175_msm,23955,"Greater Houston Action for Youth,"
ref176_a8i,23956,"Houston Chamber of Commerce,"
ref177_y54,23957,"Houston Chamber of Commerce,"
ref178_eg2,23958,"Houston Chamber of Commerce,"
ref179_1hc,23959,"Houston Chamber of Commerce,"
ref180_l6p,23960,"Houston Chamber of Commerce,"
ref181_azu,23961,"Houston Chamber of Commerce,"
ref182_9qw,23962,"Houston Chronicle,"
ref183_jd7,23963,"Houston Customs Appraisers Warehouse Building,"
ref184_aoi,23964,"Houston Federal Office Building & Courthouse,"
ref185_19u,23965,"Houston Federal Office Building - Replies to Invitations,"
ref186_zqo,23966,"Houston Housing Authority,"
ref187_fre,23967,"Houston Housing Authority,"
ref188_y7r,23968,"Houston Housing Authority,"
ref189_cui,23969,"Houston National Guard Coast Artillery Regiment,"
ref190_pdx,23970,"Houston Negro Hospital,"
ref191_3ue,23971,"Houston - New Orleans Lighted Airways,"
ref192_pyx,23972,"Houston Press,"
ref193_mod,23973,"Houston Public Library,"
ref194_1xr,23974,"Houston Pure Food & Drug Laboratory,"
ref195_yxu,23975,"Houston - Water Division,"
ref196_llw,23976,"Houston Youth Center,"
ref197_ocu,23977,"Jefferson Davis High School,"
ref198_o4e,23978,"Jefferson Davis Hospital,"
ref199_lsq,23979,"Park Place Library -- P.W.A.,"
ref201_5tv,23981,"Bellaire Sewer Project,"
ref202_53s,23982,"City of West University Place Water Works Project,"
ref203_pb5,23983,"City of West University Place W.P.A.,"
ref204_hoz,23984,"Goose Creek Street Project,"
ref205_p2g,23985,"Humble Cantonment,"
ref206_fmr,23986,"Two Maps of Pasadena,"
ref207_191,23987,"Pasadena, City of,"
ref208_mx4,23988,"Pasadena Armory,"
ref209_6w6,23989,"Pasadena Street Improvement Project,"
ref210_x9o,23990,"Pelly City of, (R.F.C.),"
ref211_r9n,23991,"Shoreacres, Village of,"
ref212_505,23992,"Tomball, City of,"
ref213_ovy,23993,"Tomball Hospital,"
ref214_aj6,23994,"Wilshire Village,"
ref216_19j,23996,"Aldine Independent School District,"
ref217_6ef,23997,"Almeda School District,"
ref218_0zv,23998,"Cedar Bayou Independent School District,"
ref219_afx,23999,"Channelview Common School District #18,"
ref220_uqm,24000,"Channelview Independent School District,"
ref221_u2h,24001,"Galena Park Public Schools,"
ref222_umh,24002,"Goose Creek Independent School District,"
ref223_pli,24003,"Goose Creek Independent School District,"
ref224_rbn,24004,"Houston Independent School District,"
ref225_4k9,24005,"North East Houston Independent School District,"
ref226_eyn,24006,"Pasadena Independent School District,"
ref227_mmi,24007,"Spring Branch Independent School District,"
ref229_9i3,24009,"Rice Institute,"
ref230_2di,24010,"Rice Institute Re: Atomic Energy,"
ref231_9f7,24011,"University of Houston,"
ref232_vys,24012,"Stephen F. Austin State College,"
ref235_t9g,24015,"Campaign - Labor Endorsements,"
ref236_z4v,24016,"Files on Campaigns,"
ref237_qx7,24017,"Files on Campaigns,"
ref238_3dm,24018,"Files on Campaigns,"
ref239_rhp,24019,"Files on Campaigns,"
ref240_flh,24020,"Files on Campaigns,"
ref241_ipc,24021,"Kennedy - Johnson Campaign,"
ref243_8mr,24023,"Committee on Elections #3,"
ref244_wc9,24024,"Committee on Elections #3,"
ref245_22n,24025,"Election Results,"
ref246_hbv,24026,"Election Results,"
ref247_ru4,24027,"Election Results,"
ref248_577,24028,"Election Results,"
ref249_xm0,24029,"Election Results,"
ref250_h33,24030,"Election Results,"
ref251_fn8,24031,"Election Results,"
ref252_75h,24032,"Election Results,"
ref253_4gb,24033,"Election Results,"
ref254_wwv,24034,"Election Results,"
ref255_5hh,24035,"Election Results,"
ref256_rvj,24036,"Election Results,"
ref257_54s,24037,"Election Results,"
ref258_ufm,24038,"Election Results,"
ref259_bql,24039,"Election Results,"
ref261_vxm,24041,"Thomas Speeches,"
ref262_dmr,24042,"Thomas Speeches,"
ref263_22b,24043,"Thomas Speeches,"
ref264_n5g,24044,"Thomas Speeches,"
ref265_ndr,24045,"Thomas Speeches - Congressional Record,"
ref266_io3,24046,"Thomas Speeches - Congressional Record,"
ref267_2xu,24047,"Thomas Speeches - Radio,"
ref269_vc7,24049,"Baruch, Bernard,"
ref270_r0x,24050,"Biggers, E.M.,"
ref271_cga,24051,"Cannon, Clarence,"
ref272_tqi,24052,"Gonzales Menchaca, - Edilberto,"
ref273_iqi,24053,"Hubert Humphrey Letters & Autographed Speech,"
ref274_nep,24054,"Jaworski, Leon,"
ref275_470,24055,"Johnson, Lyndon B.,"
ref276_g5c,24056,"Lintelman, Fred H.,"
ref277_kso,24057,"Rayburn, Sam (Hon.),"
ref278_ypj,24058,"Sheppard, Morris (Hon.),"
ref279_p11,24059,"Steelman, John R.,"
ref280_n6e,24060,"Truman, Harry S.,"
ref281_8no,24061,"Visitors to Washington,"
ref283_iu7,24063,"About Albert Thomas (includes some photos),"
ref284_4hk,24064,"Congressional Record - Eulogies to Albert Thomas,"
ref285_cbg,24065,"Form Letters,"
ref287_zmw,24067,"Albert Thomas Scholarships,"
ref288_pow,24068,"Six NASA Photos,"
ref157_f7t,27768,"American Bar Association,"
ref164_yd8,27775,"The Center,"
ref165_2te,27776,"The Century,"
ref167_14x,27778,"The Center,"
ref168_7vu,27779,"The Center,"
ref240_bgl,27850,"UNA USA,"
ref15_xeb,28083,"Transfer of a deed and the building of a fence and footpath,"
ref16_fln,28084,"Stocks; business matters,"
ref17_svs,28085,"Refers to a letter from Parker to Mr. Ellison; offers assistance to ""Edward"" if he should go to Malta; also business/financial affairs,"
ref19_ln7,28087,"Business activities of Mr. Beggs,"
ref20_vac,28088,"Reply to Mrs. Parker regarding business and personal,"
ref21_gy8,28089,"Recounts the events of a recent London visit,"
ref22_nb7,28090,"Seeking correspondence of the Athenean for a friend in Manchester,"
ref23_hqm,28091,"Requesting payment of Mr. Connington's bill; business,"
ref16_puc,28922,"Anson Jones to John Campbell,"
ref23_yjd,28929,"James Campbell letters,"
ref24_42b,28930,"Campbell family correspondence,"
ref25_zlb,28931,"John Campbell letters: folder 1,"
ref26_km6,28932,"John Campbell letters: folder 2,"
ref27_6jc,28933,"John Campbell letters: folder 3,"
ref35_tax,28941,"Empty Envelopes (may match some of the correspondence) and postal cards,"
